route,date,day_of_week,days_prior,competitor_price,price,bookings,capacity,is_weekend
LHR-JFK,2026-05-08,4,82,521.52,556.83,131,200,0
SFO-JFK,2026-05-01,4,75,337.39,308.04,176,200,0
LHR-JFK,2026-03-12,3,25,550.07,543.66,143,200,0
JFK-SFO,2026-03-10,1,23,334.0,379.89,110,200,0
SFO-JFK,2026-02-20,4,5,436.72,435.74,163,200,0
SFO-JFK,2026-03-01,6,14,415.5,425.04,150,200,1
LHR-JFK,2026-02-21,5,6,801.55,845.95,134,200,1
LHR-JFK,2026-02-17,1,2,864.46,899.5,150,200,0
SFO-JFK,2026-03-26,3,39,294.06,300.18,148,200,0
JFK-SFO,2026-03-13,4,26,317.79,313.28,147,200,0
LHR-DXB,2026-03-05,3,18,715.65,838.78,114,200,0
JFK-LHR,2026-05-12,1,86,530.99,500.65,162,200,0
JFK-LHR,2026-05-16,5,90,582.96,681.62,99,200,1
LHR-DXB,2026-03-12,3,25,808.94,834.94,153,200,0
JFK-SFO,2026-04-03,4,47,327.5,259.28,200,200,0
SFO-JFK,2026-03-15,6,28,372.31,398.94,128,200,1
DXB-LHR,2026-04-07,1,51,704.32,743.34,132,200,0
JFK-SFO,2026-02-28,5,13,429.4,350.4,200,200,1
LHR-DXB,2026-05-06,2,80,780.11,857.26,133,200,0
LHR-DXB,2026-04-27,0,71,745.1,598.27,200,200,0
LHR-JFK,2026-05-10,6,84,673.42,718.31,142,200,1
DXB-LHR,2026-04-18,5,62,792.83,812.21,131,200,1
JFK-SFO,2026-03-06,4,19,332.01,273.83,200,200,0
JFK-SFO,2026-03-11,2,24,297.96,328.91,122,200,0
JFK-LHR,2026-05-13,2,87,542.79,554.33,130,200,0
DXB-LHR,2026-03-03,1,16,846.08,659.66,200,200,0
LHR-JFK,2026-03-14,5,27,643.75,548.38,194,200,1
LHR-JFK,2026-03-31,1,44,503.19,422.22,200,200,0
JFK-LHR,2026-03-30,0,43,500.19,495.89,162,200,0
DXB-LHR,2026-04-08,2,52,761.56,589.86,200,200,0
LHR-JFK,2026-02-23,0,8,574.87,659.21,117,200,0
JFK-LHR,2026-03-14,5,27,653.87,613.09,166,200,1
JFK-LHR,2026-04-02,3,46,551.18,445.9,200,200,0
DXB-LHR,2026-03-02,0,15,853.01,650.04,200,200,0
JFK-LHR,2026-05-16,5,90,668.83,675.4,135,200,1
DXB-LHR,2026-04-24,4,68,679.28,585.77,200,200,0
DXB-LHR,2026-03-01,6,14,962.36,985.04,134,200,1
SFO-JFK,2026-04-17,4,61,284.69,276.4,160,200,0
LHR-JFK,2026-05-02,5,76,625.28,612.58,147,200,1
SFO-JFK,2026-05-10,6,84,394.25,411.7,125,200,1
DXB-LHR,2026-03-09,0,22,816.68,669.8,200,200,0
LHR-JFK,2026-05-14,3,88,489.22,560.46,119,200,0
JFK-LHR,2026-05-04,0,78,539.68,497.46,184,200,0
DXB-LHR,2026-03-09,0,22,780.68,627.83,200,200,0
SFO-JFK,2026-05-13,2,87,322.45,363.92,109,200,0
JFK-SFO,2026-03-19,3,32,312.08,345.28,111,200,0
DXB-LHR,2026-03-13,4,26,814.4,856.2,142,200,0
DXB-LHR,2026-05-14,3,88,655.84,588.48,180,200,0
DXB-LHR,2026-02-27,4,12,749.1,941.87,103,200,0
LHR-JFK,2026-04-13,0,57,538.14,549.16,145,200,0
LHR-JFK,2026-03-06,4,19,520.75,600.14,109,200,0
JFK-SFO,2026-02-20,4,5,411.62,328.49,200,200,0
LHR-DXB,2026-03-06,4,19,697.97,780.96,130,200,0
DXB-LHR,2026-04-10,4,54,725.4,605.93,194,200,0
JFK-LHR,2026-04-16,3,60,516.72,547.95,128,200,0
LHR-DXB,2026-04-08,2,52,725.77,832.67,106,200,0
JFK-LHR,2026-04-07,1,51,566.8,491.16,185,200,0
JFK-SFO,2026-03-04,2,17,312.79,291.08,167,200,0
JFK-SFO,2026-03-23,0,36,343.89,308.39,200,200,0
JFK-LHR,2026-04-02,3,46,533.2,456.32,198,200,0
JFK-SFO,2026-03-27,4,40,310.03,303.2,154,200,0
JFK-LHR,2026-03-04,2,17,507.46,470.19,163,200,0
SFO-JFK,2026-04-20,0,64,307.9,310.98,156,200,0
LHR-DXB,2026-04-10,4,54,794.65,743.09,182,200,0
JFK-LHR,2026-05-15,4,89,545.91,582.55,134,200,0
LHR-JFK,2026-03-15,6,28,686.65,737.89,126,200,1
LHR-DXB,2026-03-05,3,18,765.56,839.17,113,200,0
JFK-LHR,2026-04-16,3,60,478.98,594.6,106,200,0
DXB-LHR,2026-03-20,4,33,711.96,782.86,122,200,0
SFO-JFK,2026-03-19,3,32,295.07,357.96,98,200,0
LHR-DXB,2026-03-14,5,27,936.51,979.08,145,200,1
DXB-LHR,2026-03-24,1,37,693.77,804.61,102,200,0
DXB-LHR,2026-04-16,3,60,754.27,678.88,169,200,0
SFO-JFK,2026-05-09,5,83,358.84,376.94,133,200,1
JFK-SFO,2026-05-10,6,84,366.21,373.94,136,200,1
SFO-JFK,2026-05-11,0,85,302.71,356.22,106,200,0
JFK-SFO,2026-05-10,6,84,350.4,295.62,193,200,1
LHR-JFK,2026-03-21,5,34,576.57,685.6,106,200,1
JFK-LHR,2026-03-28,5,41,634.2,577.39,190,200,1
LHR-DXB,2026-04-15,2,59,720.19,689.49,150,200,0
DXB-LHR,2026-02-28,5,13,891.38,1077.48,111,200,1
JFK-SFO,2026-03-27,4,40,332.73,320.77,164,200,0
DXB-LHR,2026-02-23,0,8,896.85,815.87,166,200,0
JFK-LHR,2026-02-20,4,5,676.03,756.4,116,200,0
JFK-LHR,2026-04-29,2,73,558.5,584.94,150,200,0
LHR-JFK,2026-02-20,4,5,663.34,738.52,116,200,0
DXB-LHR,2026-04-17,4,61,794.48,590.94,200,200,0
DXB-LHR,2026-04-11,5,55,955.79,1016.13,125,200,1
JFK-SFO,2026-03-26,3,39,300.79,376.59,103,200,0
JFK-SFO,2026-02-25,2,10,354.82,418.59,118,200,0
LHR-DXB,2026-04-19,6,63,786.53,991.67,95,200,1
DXB-LHR,2026-04-10,4,54,703.39,702.18,163,200,0
DXB-LHR,2026-05-08,4,82,735.56,746.56,155,200,0
LHR-JFK,2026-05-01,4,75,482.39,570.87,117,200,0
LHR-JFK,2026-02-18,2,3,779.23,852.67,113,200,0
LHR-JFK,2026-04-25,5,69,587.5,525.8,197,200,1
LHR-DXB,2026-02-18,2,3,1137.21,998.7,186,200,0
LHR-JFK,2026-03-24,1,37,531.71,599.36,122,200,0
DXB-LHR,2026-04-07,1,51,673.33,607.88,200,200,0
DXB-LHR,2026-04-17,4,61,777.81,633.57,200,200,0
DXB-LHR,2026-05-02,5,76,843.73,956.88,115,200,1
DXB-LHR,2026-03-02,0,15,849.72,832.79,145,200,0
DXB-LHR,2026-05-14,3,88,745.12,599.8,200,200,0
SFO-JFK,2026-05-02,5,76,388.55,376.02,148,200,1
LHR-DXB,2026-04-06,0,50,735.13,709.59,160,200,0
LHR-JFK,2026-03-14,5,27,693.34,528.26,200,200,1
LHR-DXB,2026-04-01,2,45,689.5,648.12,152,200,0
LHR-DXB,2026-05-14,3,88,734.11,813.93,121,200,0
LHR-DXB,2026-03-03,1,16,793.04,856.33,127,200,0
SFO-JFK,2026-05-08,4,82,277.33,340.85,108,200,0
LHR-JFK,2026-03-17,1,30,581.62,534.44,189,200,0
LHR-DXB,2026-02-17,1,2,1113.3,1160.61,137,200,0
JFK-LHR,2026-03-17,1,30,508.8,535.78,131,200,0
JFK-SFO,2026-03-16,0,29,309.74,383.25,92,200,0
SFO-JFK,2026-03-13,4,26,329.85,377.17,105,200,0
LHR-JFK,2026-05-16,5,90,626.16,641.09,132,200,1
JFK-LHR,2026-05-10,6,84,636.0,677.49,123,200,1
JFK-LHR,2026-03-22,6,35,637.03,528.93,200,200,1
JFK-SFO,2026-04-25,5,69,361.51,390.03,120,200,1
JFK-LHR,2026-05-03,6,77,631.1,656.84,138,200,1
JFK-SFO,2026-02-20,4,5,367.94,455.36,100,200,0
JFK-LHR,2026-05-09,5,83,553.36,685.11,105,200,1
DXB-LHR,2026-04-03,4,47,778.64,763.57,170,200,0
SFO-JFK,2026-05-04,0,78,291.23,277.03,169,200,0
JFK-LHR,2026-05-06,2,80,545.08,431.41,200,200,0
LHR-DXB,2026-04-28,1,72,726.78,673.16,179,200,0
LHR-JFK,2026-05-15,4,89,484.63,584.37,111,200,0
LHR-JFK,2026-04-12,6,56,610.37,503.34,200,200,1
LHR-JFK,2026-03-22,6,35,599.47,707.26,114,200,1
LHR-DXB,2026-02-28,5,13,950.15,938.19,150,200,1
DXB-LHR,2026-04-06,0,50,695.68,809.27,121,200,0
JFK-SFO,2026-04-13,0,57,299.62,332.42,115,200,0
SFO-JFK,2026-03-19,3,32,292.12,292.37,141,200,0
LHR-JFK,2026-04-15,2,59,502.69,613.5,105,200,0
DXB-LHR,2026-05-08,4,82,685.84,656.61,172,200,0
JFK-SFO,2026-03-21,5,34,398.02,402.94,142,200,1
DXB-LHR,2026-05-04,0,78,702.82,715.67,153,200,0
DXB-LHR,2026-03-28,5,41,800.99,959.28,98,200,1
SFO-JFK,2026-04-19,6,63,380.37,425.89,128,200,1
SFO-JFK,2026-05-10,6,84,402.34,306.74,200,200,1
JFK-LHR,2026-02-19,3,4,722.97,718.01,149,200,0
SFO-JFK,2026-03-06,4,19,300.18,289.11,170,200,0
SFO-JFK,2026-03-24,1,37,286.7,281.32,156,200,0
JFK-SFO,2026-04-13,0,57,330.41,324.1,162,200,0
DXB-LHR,2026-04-03,4,47,739.26,816.54,112,200,0
DXB-LHR,2026-03-08,6,21,840.11,856.08,132,200,1
SFO-JFK,2026-02-23,0,8,390.89,347.41,200,200,0
JFK-LHR,2026-03-02,0,15,576.96,656.69,127,200,0
JFK-LHR,2026-04-19,6,63,606.67,622.79,137,200,1
SFO-JFK,2026-03-24,1,37,315.69,262.26,200,200,0
DXB-LHR,2026-04-06,0,50,678.22,614.41,177,200,0
SFO-JFK,2026-03-31,1,44,303.39,310.95,146,200,0
LHR-DXB,2026-04-28,1,72,772.0,816.49,136,200,0
JFK-LHR,2026-04-10,4,54,481.25,525.04,120,200,0
JFK-SFO,2026-03-03,1,16,328.95,322.03,161,200,0
LHR-DXB,2026-03-12,3,25,689.89,822.42,97,200,0
JFK-LHR,2026-03-19,3,32,527.76,579.86,136,200,0
JFK-LHR,2026-03-21,5,34,664.74,621.55,176,200,1
JFK-LHR,2026-05-16,5,90,589.63,656.89,123,200,1
JFK-LHR,2026-05-11,0,85,481.31,557.4,109,200,0
JFK-LHR,2026-03-07,5,20,644.07,587.3,165,200,1
JFK-LHR,2026-03-23,0,36,538.11,546.44,147,200,0
SFO-JFK,2026-04-08,2,52,334.44,366.81,132,200,0
JFK-LHR,2026-04-16,3,60,503.28,519.68,138,200,0
LHR-JFK,2026-04-27,0,71,481.82,614.48,99,200,0
LHR-JFK,2026-03-16,0,29,502.51,550.09,120,200,0
JFK-SFO,2026-04-14,1,58,291.04,355.95,108,200,0
LHR-DXB,2026-05-14,3,88,716.53,792.71,125,200,0
DXB-LHR,2026-03-16,0,29,806.78,869.2,119,200,0
LHR-DXB,2026-02-24,1,9,833.21,736.62,184,200,0
JFK-SFO,2026-03-19,3,32,309.81,257.88,200,200,0
SFO-JFK,2026-03-14,5,27,377.07,454.93,97,200,1
LHR-JFK,2026-03-15,6,28,697.96,697.54,163,200,1
DXB-LHR,2026-04-13,0,57,750.27,718.64,158,200,0
DXB-LHR,2026-03-05,3,18,744.36,817.4,112,200,0
LHR-DXB,2026-04-06,0,50,765.62,751.65,160,200,0
JFK-LHR,2026-03-19,3,32,488.39,473.08,145,200,0
LHR-DXB,2026-03-13,4,26,750.03,732.73,169,200,0
JFK-SFO,2026-04-15,2,59,311.74,334.01,119,200,0
LHR-DXB,2026-04-16,3,60,736.97,866.62,111,200,0
LHR-JFK,2026-04-21,1,65,534.14,462.64,200,200,0
DXB-LHR,2026-02-26,3,11,797.9,939.26,99,200,0
JFK-LHR,2026-04-21,1,65,554.05,581.15,131,200,0
JFK-LHR,2026-03-02,0,15,542.09,660.57,98,200,0
LHR-DXB,2026-04-27,0,71,779.83,593.37,200,200,0
SFO-JFK,2026-03-22,6,35,411.09,453.03,112,200,1
DXB-LHR,2026-03-06,4,19,700.29,725.07,134,200,0
SFO-JFK,2026-05-02,5,76,356.83,363.93,149,200,1
JFK-LHR,2026-04-22,2,66,514.17,446.67,182,200,0
DXB-LHR,2026-04-26,6,70,837.26,944.43,113,200,1
DXB-LHR,2026-05-11,0,85,776.89,654.22,192,200,0
SFO-JFK,2026-05-02,5,76,386.66,414.98,134,200,1
JFK-SFO,2026-04-29,2,73,295.16,300.79,130,200,0
JFK-SFO,2026-03-24,1,37,323.89,257.57,200,200,0
JFK-LHR,2026-04-24,4,68,528.74,436.97,200,200,0
JFK-LHR,2026-03-04,2,17,544.22,628.13,103,200,0
SFO-JFK,2026-03-22,6,35,383.02,360.38,162,200,1
LHR-JFK,2026-02-27,4,12,575.89,547.28,178,200,0
LHR-DXB,2026-04-07,1,51,789.04,757.97,173,200,0
SFO-JFK,2026-04-09,3,53,334.4,365.4,128,200,0
JFK-LHR,2026-04-29,2,73,476.88,489.66,139,200,0
JFK-SFO,2026-04-03,4,47,288.91,305.6,131,200,0
SFO-JFK,2026-04-29,2,73,297.64,283.0,153,200,0
JFK-SFO,2026-03-19,3,32,342.03,318.62,161,200,0
DXB-LHR,2026-03-22,6,35,847.83,889.12,125,200,1
JFK-SFO,2026-02-17,1,2,509.69,472.96,186,200,0
JFK-LHR,2026-03-20,4,33,499.5,483.52,159,200,0
LHR-JFK,2026-04-01,2,45,546.87,619.71,124,200,0
LHR-DXB,2026-04-24,4,68,649.1,672.1,129,200,0
DXB-LHR,2026-04-03,4,47,729.0,689.59,175,200,0
JFK-SFO,2026-02-16,0,1,565.85,678.8,94,200,0
JFK-LHR,2026-04-30,3,74,469.5,483.22,150,200,0
LHR-DXB,2026-05-05,1,79,675.93,736.74,133,200,0
JFK-LHR,2026-04-28,1,72,476.63,527.81,116,200,0
JFK-LHR,2026-05-14,3,88,545.08,557.14,135,200,0
JFK-SFO,2026-03-07,5,20,426.36,460.34,135,200,1
JFK-LHR,2026-05-06,2,80,551.67,512.23,177,200,0
JFK-SFO,2026-05-11,0,85,295.02,336.39,107,200,0
LHR-DXB,2026-04-07,1,51,779.38,748.84,153,200,0
JFK-SFO,2026-03-23,0,36,342.91,369.48,124,200,0
JFK-SFO,2026-04-19,6,63,354.2,317.65,192,200,1
JFK-SFO,2026-04-11,5,55,352.92,354.23,138,200,1
SFO-JFK,2026-04-09,3,53,335.98,311.65,160,200,0
JFK-SFO,2026-03-31,1,44,313.65,263.3,200,200,0
LHR-DXB,2026-04-14,1,58,755.21,639.16,200,200,0
JFK-SFO,2026-03-01,6,14,439.7,483.13,120,200,1
DXB-LHR,2026-04-27,0,71,695.21,837.77,110,200,0
JFK-SFO,2026-04-04,5,48,410.23,355.38,197,200,1
JFK-SFO,2026-03-14,5,27,388.56,344.55,179,200,1
LHR-JFK,2026-02-18,2,3,811.72,760.12,184,200,0
DXB-LHR,2026-04-03,4,47,684.82,662.1,148,200,0
LHR-JFK,2026-03-07,5,20,645.26,580.0,200,200,1
JFK-LHR,2026-04-07,1,51,480.17,515.35,143,200,0
DXB-LHR,2026-02-19,3,4,946.74,835.04,191,200,0
JFK-LHR,2026-03-31,1,44,507.51,425.73,200,200,0
JFK-SFO,2026-04-12,6,56,373.93,416.43,111,200,1
LHR-DXB,2026-02-21,5,6,1143.18,1171.37,144,200,1
LHR-DXB,2026-03-25,2,38,786.36,757.41,158,200,0
LHR-JFK,2026-04-19,6,63,564.29,621.45,119,200,1
JFK-LHR,2026-03-01,6,14,676.24,761.07,114,200,1
LHR-JFK,2026-04-25,5,69,576.13,594.21,149,200,1
DXB-LHR,2026-03-02,0,15,781.67,834.77,128,200,0
SFO-JFK,2026-03-27,4,40,320.39,269.33,200,200,0
JFK-LHR,2026-05-16,5,90,659.54,567.72,197,200,1
JFK-SFO,2026-03-03,1,16,311.73,394.94,95,200,0
JFK-LHR,2026-04-10,4,54,492.18,535.75,132,200,0
SFO-JFK,2026-04-30,3,74,312.42,246.49,200,200,0
SFO-JFK,2026-02-28,5,13,443.65,426.41,158,200,1
LHR-DXB,2026-05-03,6,77,921.28,703.58,200,200,1
JFK-LHR,2026-05-15,4,89,551.02,491.82,198,200,0
JFK-LHR,2026-02-27,4,12,544.5,600.41,123,200,0
JFK-LHR,2026-05-05,1,79,481.0,605.86,100,200,0
LHR-DXB,2026-02-16,0,1,1508.3,1613.87,134,200,0
LHR-JFK,2026-03-24,1,37,493.73,537.54,136,200,0
DXB-LHR,2026-02-20,4,5,895.39,899.86,162,200,0
SFO-JFK,2026-02-18,2,3,439.9,517.4,113,200,0
SFO-JFK,2026-04-21,1,65,309.27,348.93,122,200,0
JFK-LHR,2026-03-22,6,35,680.28,599.01,200,200,1
DXB-LHR,2026-04-02,3,46,712.79,722.43,142,200,0
LHR-DXB,2026-02-22,6,7,1027.97,1002.72,147,200,1
JFK-SFO,2026-04-03,4,47,310.48,310.38,154,200,0
LHR-DXB,2026-02-18,2,3,1095.39,1258.23,124,200,0
JFK-LHR,2026-03-18,2,31,529.9,601.48,111,200,0
SFO-JFK,2026-03-18,2,31,298.65,342.99,108,200,0
JFK-SFO,2026-04-05,6,49,373.78,346.02,172,200,1
SFO-JFK,2026-04-21,1,65,333.03,307.61,175,200,0
LHR-DXB,2026-04-20,0,64,682.8,750.18,120,200,0
SFO-JFK,2026-03-10,1,23,311.25,324.58,142,200,0
LHR-DXB,2026-04-01,2,45,701.44,630.39,180,200,0
SFO-JFK,2026-03-23,0,36,301.12,373.01,101,200,0
LHR-JFK,2026-02-25,2,10,567.17,539.99,166,200,0
LHR-DXB,2026-05-16,5,90,836.9,968.32,106,200,1
JFK-LHR,2026-05-12,1,86,462.64,527.97,108,200,0
DXB-LHR,2026-04-23,3,67,778.83,646.54,200,200,0
LHR-JFK,2026-04-13,0,57,466.35,517.5,114,200,0
JFK-LHR,2026-05-09,5,83,558.46,692.49,90,200,1
DXB-LHR,2026-04-14,1,58,757.5,766.6,136,200,0
JFK-SFO,2026-04-04,5,48,351.75,371.91,144,200,1
LHR-JFK,2026-03-06,4,19,528.46,619.14,98,200,0
DXB-LHR,2026-05-01,4,75,706.0,823.96,112,200,0
JFK-LHR,2026-05-10,6,84,573.88,632.87,132,200,1
LHR-DXB,2026-03-27,4,40,730.88,737.65,144,200,0
DXB-LHR,2026-04-18,5,62,795.78,733.46,182,200,1
JFK-LHR,2026-03-02,0,15,510.0,469.6,171,200,0
SFO-JFK,2026-05-10,6,84,346.53,357.64,133,200,1
LHR-DXB,2026-03-24,1,37,797.61,807.2,144,200,0
LHR-JFK,2026-03-20,4,33,579.7,548.14,176,200,0
SFO-JFK,2026-04-10,4,54,289.25,320.24,131,200,0
LHR-JFK,2026-02-19,3,4,630.54,648.59,147,200,0
LHR-DXB,2026-03-09,0,22,752.05,848.98,127,200,0
JFK-LHR,2026-03-12,3,25,532.62,581.66,119,200,0
DXB-LHR,2026-03-26,3,39,717.9,622.43,192,200,0
SFO-JFK,2026-03-01,6,14,417.2,396.49,158,200,1
JFK-LHR,2026-04-06,0,50,508.92,474.28,164,200,0
DXB-LHR,2026-04-20,0,64,722.45,604.58,200,200,0
LHR-JFK,2026-04-03,4,47,566.81,601.59,140,200,0
LHR-DXB,2026-04-16,3,60,664.33,795.91,95,200,0
JFK-SFO,2026-04-11,5,55,361.05,305.3,200,200,1
JFK-SFO,2026-03-24,1,37,339.15,333.94,170,200,0
SFO-JFK,2026-05-15,4,89,324.58,261.52,200,200,0
LHR-DXB,2026-04-28,1,72,710.46,632.87,200,200,0
SFO-JFK,2026-04-08,2,52,335.88,314.3,182,200,0
JFK-LHR,2026-05-08,4,82,464.42,486.62,147,200,0
LHR-DXB,2026-05-06,2,80,655.2,649.98,149,200,0
DXB-LHR,2026-04-17,4,61,753.96,768.22,134,200,0
JFK-LHR,2026-04-03,4,47,570.81,602.68,141,200,0
LHR-DXB,2026-05-14,3,88,646.68,677.56,136,200,0
LHR-JFK,2026-05-12,1,86,509.66,472.49,186,200,0
LHR-DXB,2026-03-17,1,30,699.0,721.08,131,200,0
JFK-LHR,2026-03-17,1,30,483.4,550.1,126,200,0
SFO-JFK,2026-04-12,6,56,352.53,441.53,87,200,1
JFK-SFO,2026-03-08,6,21,424.83,444.37,148,200,1
DXB-LHR,2026-04-23,3,67,738.72,851.79,105,200,0
JFK-SFO,2026-03-25,2,38,314.72,282.14,191,200,0
SFO-JFK,2026-02-26,3,11,355.09,311.42,200,200,0
DXB-LHR,2026-02-18,2,3,1133.46,1101.84,159,200,0
LHR-JFK,2026-04-12,6,56,644.59,686.32,125,200,1
LHR-DXB,2026-02-26,3,11,844.92,771.55,173,200,0
DXB-LHR,2026-03-11,2,24,820.41,865.63,135,200,0
LHR-DXB,2026-03-23,0,36,774.15,781.73,152,200,0
JFK-SFO,2026-04-17,4,61,328.26,290.81,173,200,0
LHR-JFK,2026-05-10,6,84,635.96,652.58,130,200,1
LHR-JFK,2026-04-14,1,58,521.0,544.93,149,200,0
JFK-LHR,2026-03-07,5,20,701.33,627.18,190,200,1
SFO-JFK,2026-04-07,1,51,297.56,355.34,109,200,0
SFO-JFK,2026-04-23,3,67,292.8,251.31,200,200,0
SFO-JFK,2026-04-13,0,57,297.22,303.19,148,200,0
DXB-LHR,2026-04-25,5,69,875.79,910.08,127,200,1
SFO-JFK,2026-05-08,4,82,325.29,301.03,164,200,0
DXB-LHR,2026-04-28,1,72,777.39,707.26,193,200,0
DXB-LHR,2026-04-07,1,51,659.04,745.91,113,200,0
DXB-LHR,2026-02-21,5,6,1033.85,982.8,162,200,1
JFK-SFO,2026-03-29,6,42,356.7,365.58,138,200,1
SFO-JFK,2026-04-21,1,65,313.61,287.42,169,200,0
JFK-SFO,2026-02-25,2,10,324.41,408.56,100,200,0
JFK-SFO,2026-03-25,2,38,327.92,315.43,162,200,0
LHR-DXB,2026-03-24,1,37,702.8,682.55,149,200,0
JFK-LHR,2026-03-29,6,42,615.92,624.45,153,200,1
SFO-JFK,2026-04-23,3,67,298.76,330.04,113,200,0
JFK-SFO,2026-04-19,6,63,347.38,318.77,170,200,1
LHR-DXB,2026-03-12,3,25,823.1,746.23,199,200,0
SFO-JFK,2026-03-29,6,42,385.66,403.42,148,200,1
JFK-LHR,2026-04-29,2,73,493.23,433.55,192,200,0
LHR-DXB,2026-04-15,2,59,718.76,614.88,199,200,0
JFK-SFO,2026-05-12,1,86,322.12,304.8,166,200,0
JFK-LHR,2026-03-21,5,34,650.2,693.68,141,200,1
LHR-JFK,2026-04-22,2,66,538.66,475.08,188,200,0
SFO-JFK,2026-03-06,4,19,305.99,266.41,200,200,0
JFK-SFO,2026-03-09,0,22,297.11,349.02,108,200,0
LHR-JFK,2026-03-20,4,33,570.65,506.04,189,200,0
LHR-DXB,2026-02-17,1,2,1086.65,1262.11,120,200,0
JFK-LHR,2026-04-04,5,48,669.93,686.66,149,200,1
JFK-SFO,2026-03-10,1,23,334.27,344.73,140,200,0
LHR-JFK,2026-05-15,4,89,495.7,518.95,138,200,0
SFO-JFK,2026-03-12,3,25,327.14,288.55,173,200,0
JFK-SFO,2026-04-04,5,48,392.19,329.07,200,200,1
LHR-JFK,2026-03-18,2,31,485.4,458.31,164,200,0
JFK-LHR,2026-02-19,3,4,652.07,828.21,99,200,0
SFO-JFK,2026-03-24,1,37,294.41,377.44,89,200,0
DXB-LHR,2026-02-28,5,13,929.62,1025.4,122,200,1
JFK-SFO,2026-05-07,3,81,317.84,264.59,199,200,0
JFK-LHR,2026-04-03,4,47,493.22,502.88,143,200,0
DXB-LHR,2026-05-11,0,85,649.31,694.28,126,200,0
LHR-DXB,2026-05-04,0,78,757.05,789.14,125,200,0
SFO-JFK,2026-03-30,0,43,308.75,295.18,173,200,0
DXB-LHR,2026-03-02,0,15,767.74,704.54,165,200,0
JFK-LHR,2026-04-23,3,67,562.54,607.94,134,200,0
DXB-LHR,2026-05-15,4,89,722.33,671.21,190,200,0
JFK-LHR,2026-03-10,1,23,556.7,508.43,178,200,0
SFO-JFK,2026-04-07,1,51,296.81,347.88,115,200,0
JFK-SFO,2026-04-15,2,59,338.79,322.97,179,200,0
LHR-DXB,2026-04-23,3,67,704.6,830.16,104,200,0
DXB-LHR,2026-02-26,3,11,817.84,847.97,133,200,0
LHR-JFK,2026-04-27,0,71,489.5,445.27,170,200,0
DXB-LHR,2026-03-20,4,33,780.9,860.39,134,200,0
DXB-LHR,2026-03-10,1,23,697.07,700.78,146,200,0
LHR-DXB,2026-05-12,1,86,677.19,610.76,176,200,0
DXB-LHR,2026-04-08,2,52,783.48,819.66,137,200,0
LHR-DXB,2026-02-17,1,2,1125.64,1337.64,100,200,0
DXB-LHR,2026-02-23,0,8,835.79,795.18,179,200,0
LHR-DXB,2026-02-20,4,5,974.88,1095.58,116,200,0
LHR-JFK,2026-02-19,3,4,643.62,800.74,92,200,0
DXB-LHR,2026-02-26,3,11,758.89,812.7,139,200,0
LHR-DXB,2026-04-30,3,74,726.13,844.87,118,200,0
DXB-LHR,2026-04-02,3,46,724.91,743.92,145,200,0
LHR-JFK,2026-04-13,0,57,501.01,448.55,192,200,0
LHR-DXB,2026-03-25,2,38,692.79,797.5,123,200,0
DXB-LHR,2026-04-10,4,54,701.03,834.31,105,200,0
JFK-LHR,2026-05-03,6,77,674.56,557.22,200,200,1
DXB-LHR,2026-02-27,4,12,882.75,907.98,140,200,0
JFK-SFO,2026-03-17,1,30,315.98,275.1,184,200,0
LHR-JFK,2026-04-29,2,73,550.88,567.39,149,200,0
DXB-LHR,2026-03-05,3,18,726.93,906.39,97,200,0
LHR-JFK,2026-03-23,0,36,559.75,603.34,120,200,0
LHR-JFK,2026-03-21,5,34,638.52,640.06,150,200,1
JFK-LHR,2026-02-19,3,4,642.92,675.77,142,200,0
SFO-JFK,2026-03-28,5,41,364.15,385.02,124,200,1
DXB-LHR,2026-04-11,5,55,821.27,768.75,187,200,1
JFK-SFO,2026-05-12,1,86,313.0,268.43,196,200,0
JFK-SFO,2026-02-23,0,8,336.15,372.38,119,200,0
SFO-JFK,2026-03-12,3,25,354.12,286.71,200,200,0
LHR-JFK,2026-03-16,0,29,553.69,434.14,200,200,0
DXB-LHR,2026-05-14,3,88,747.2,740.94,139,200,0
LHR-JFK,2026-04-13,0,57,479.51,564.77,111,200,0
JFK-SFO,2026-04-08,2,52,299.87,353.31,114,200,0
JFK-LHR,2026-04-04,5,48,612.7,558.01,171,200,1
JFK-SFO,2026-03-26,3,39,296.13,267.97,166,200,0
SFO-JFK,2026-04-29,2,73,298.72,270.26,175,200,0
JFK-LHR,2026-03-29,6,42,673.16,600.5,169,200,1
LHR-DXB,2026-03-27,4,40,696.51,661.98,153,200,0
LHR-DXB,2026-03-05,3,18,794.3,800.32,147,200,0
JFK-LHR,2026-03-04,2,17,579.38,649.4,110,200,0
SFO-JFK,2026-04-27,0,71,303.31,291.68,161,200,0
LHR-JFK,2026-03-22,6,35,621.72,530.31,195,200,1
JFK-LHR,2026-04-16,3,60,473.11,481.86,131,200,0
JFK-LHR,2026-04-13,0,57,489.47,620.36,100,200,0
JFK-LHR,2026-03-07,5,20,701.15,691.38,167,200,1
JFK-LHR,2026-03-22,6,35,680.77,749.42,119,200,1
SFO-JFK,2026-02-18,2,3,470.14,452.32,157,200,0
JFK-LHR,2026-03-10,1,23,487.9,630.75,89,200,0
JFK-SFO,2026-04-21,1,65,313.61,266.42,200,200,0
LHR-JFK,2026-05-09,5,83,565.23,720.45,87,200,1
